customer_id,package_type,open_status,service_type,phone_service,tenure_months,monthly_charges
3274-NSDWE,两年合约,在网,未开通互联网,已开通电话,68,19.6
2632-IVXVF,两年合约,在网,光纤,已开通电话,68,111.75
3692-JHONH,一年合约,在网,光纤,已开通电话,52,106.5
8915-NNTRC,两年合约,在网,光纤,已开通电话,72,107.7
5914-GXMDA,一年合约,在网,未开通互联网,已开通电话,32,19.3
7463-IFMQU,两年合约,在网,未开通互联网,已开通电话,72,20.05
2920-RNCEZ,月付套餐,在网,光纤,已开通电话,1,69.95
2541-YGPKE,一年合约,在网,宽带 DSL,已开通电话,42,63.7
8515-OCTJS,两年合约,已流失,未开通互联网,已开通电话,25,24.75
5382-TEMLV,月付套餐,在网,宽带 DSL,已开通电话,45,50.9
3441-CGZJH,一年合约,在网,宽带 DSL,未开通电话,43,60.4
9592-ERDKV,一年合约,在网,宽带 DSL,已开通电话,37,79.25
2860-RANUS,月付套餐,已流失,光纤,已开通电话,20,85.8
5261-QSHQM,月付套餐,已流失,宽带 DSL,未开通电话,4,24.45
4778-IZARL,两年合约,在网,光纤,已开通电话,63,110.1
0432-CAJZV,月付套餐,在网,光纤,已开通电话,3,90.7
7008-LZVOZ,两年合约,在网,未开通互联网,已开通电话,66,25.3
8868-WOZGU,月付套餐,已流失,光纤,已开通电话,28,105.7
1200-TUZHR,月付套餐,在网,光纤,已开通电话,8,85.2
9365-CSLBQ,两年合约,在网,未开通互联网,已开通电话,71,24.35
1334-FJSVR,月付套餐,已流失,宽带 DSL,未开通电话,1,24.25
5884-FBCTL,两年合约,在网,未开通互联网,已开通电话,72,25.1
7130-CTCUS,月付套餐,在网,宽带 DSL,已开通电话,16,54.55
6242-FEGFD,两年合约,在网,光纤,已开通电话,66,96.6
7625-XCQRH,月付套餐,已流失,光纤,已开通电话,11,76.5
6194-HBGQN,一年合约,在网,宽带 DSL,已开通电话,51,81.15
7634-WSWDB,月付套餐,在网,宽带 DSL,未开通电话,8,38.5
6986-IXNDM,月付套餐,在网,光纤,已开通电话,14,92.9
1731-TVIUK,月付套餐,已流失,光纤,已开通电话,4,93.5
2987-BJXIK,两年合约,在网,宽带 DSL,已开通电话,70,84.7
9769-TSBZE,两年合约,在网,宽带 DSL,已开通电话,70,66
0406-BPDVR,一年合约,已流失,光纤,已开通电话,54,101.5
0618-XWMSS,月付套餐,已流失,光纤,已开通电话,28,74.9
1395-WSWXR,两年合约,在网,未开通互联网,已开通电话,24,20.75
6023-GSSXW,两年合约,在网,宽带 DSL,已开通电话,69,61.45
6752-APNJL,月付套餐,在网,宽带 DSL,已开通电话,42,54.5
5276-KQWHG,月付套餐,已流失,光纤,已开通电话,2,69.6
0420-HLGXF,月付套餐,在网,光纤,已开通电话,39,99.75
7446-KQISO,两年合约,在网,光纤,已开通电话,45,109.75
9823-EALYC,两年合约,在网,宽带 DSL,已开通电话,72,80.85
0582-AVCLN,两年合约,在网,未开通互联网,已开通电话,38,20.3
5803-NQJZO,两年合约,在网,宽带 DSL,已开通电话,72,67.8
2565-JSLRY,月付套餐,已流失,未开通互联网,已开通电话,1,24.05
2607-DHDAK,两年合约,在网,未开通互联网,已开通电话,72,19.8
1073-XXCZD,两年合约,在网,未开通互联网,已开通电话,55,25.7
0743-HRVFF,一年合约,在网,宽带 DSL,未开通电话,51,56.15
4006-HKYHO,两年合约,在网,宽带 DSL,已开通电话,63,86.7
3727-JEZTU,月付套餐,在网,未开通互联网,已开通电话,1,20.4
8143-ETQTI,两年合约,在网,未开通互联网,已开通电话,23,19.65
6689-KXGBO,月付套餐,已流失,宽带 DSL,已开通电话,1,50.55
9667-TKTVZ,月付套餐,在网,宽带 DSL,已开通电话,2,54.35
3657-COGMW,月付套餐,在网,光纤,已开通电话,52,108.1
8570-KLJYJ,一年合约,在网,宽带 DSL,已开通电话,36,54.45
7754-IXRMC,月付套餐,在网,宽带 DSL,已开通电话,1,45.35
9473-CBZOP,一年合约,在网,宽带 DSL,已开通电话,28,59
2969-WGHQO,一年合约,在网,宽带 DSL,已开通电话,7,69.45
6615-NGGZJ,月付套餐,已流失,光纤,已开通电话,14,100.55
4334-HOWRP,两年合约,在网,宽带 DSL,未开通电话,72,64.95
4255-DDUOU,月付套餐,已流失,未开通互联网,已开通电话,1,20.5
5863-OOKCL,月付套餐,在网,未开通互联网,已开通电话,10,18.85
1686-STUHN,一年合约,在网,未开通互联网,已开通电话,42,19.8
1329-VHWNP,月付套餐,在网,宽带 DSL,未开通电话,7,25.05
2984-MIIZL,月付套餐,已流失,光纤,已开通电话,4,74.8
0266-GMEAO,两年合约,在网,光纤,已开通电话,72,114.3
5590-YRFJT,月付套餐,已流失,宽带 DSL,未开通电话,20,24.45
5574-NXZIU,两年合约,在网,光纤,已开通电话,63,109.2
0019-GFNTW,两年合约,在网,宽带 DSL,未开通电话,56,45.05
4256-ZWTZI,月付套餐,在网,宽带 DSL,已开通电话,5,51
8309-PPCED,两年合约,在网,光纤,已开通电话,72,110.45
4098-NAUKP,月付套餐,在网,光纤,已开通电话,68,84.65
5196-WPYOW,一年合约,在网,宽带 DSL,已开通电话,67,60.05
4608-LCIMN,月付套餐,在网,宽带 DSL,已开通电话,8,44.65
1485-YDHMM,月付套餐,在网,光纤,已开通电话,52,93.25
4054-CUMIA,月付套餐,在网,未开通互联网,已开通电话,18,20.25
0603-TPMIB,两年合约,在网,未开通互联网,已开通电话,59,25.45
2525-GVKQU,两年合约,在网,未开通互联网,已开通电话,60,20.6
8161-QYMTT,月付套餐,在网,光纤,已开通电话,7,94.1
9581-GVBXT,一年合约,在网,宽带 DSL,未开通电话,59,34.8
5862-BRIXZ,两年合约,在网,宽带 DSL,未开通电话,46,60.75
5404-GGUKR,月付套餐,在网,宽带 DSL,已开通电话,5,51.35
3308-JSGML,两年合约,在网,宽带 DSL,未开通电话,59,64.05
2126-GSEGL,两年合约,在网,宽带 DSL,已开通电话,70,84.8
3677-TNKIO,月付套餐,已流失,光纤,已开通电话,14,71
0440-QEXBZ,月付套餐,在网,宽带 DSL,已开通电话,44,50.15
2434-EEVDB,两年合约,在网,光纤,已开通电话,64,94.6
6762-QVYJO,两年合约,在网,宽带 DSL,未开通电话,58,59.75
6199-IWKGC,一年合约,在网,光纤,已开通电话,46,100.25
2675-DHUTR,月付套餐,在网,光纤,已开通电话,58,98.9
8152-VETUR,两年合约,在网,光纤,已开通电话,72,97.7
9667-EQRXU,月付套餐,已流失,宽带 DSL,未开通电话,30,40.3
7446-YPODE,月付套餐,在网,宽带 DSL,已开通电话,11,60.25
9522-BNTHX,月付套餐,在网,宽带 DSL,未开通电话,34,56.25
4676-WLUHT,两年合约,在网,宽带 DSL,未开通电话,54,46.2
3329-WDIOK,月付套餐,已流失,宽带 DSL,未开通电话,3,50.6
7980-MHFLQ,两年合约,在网,未开通互联网,已开通电话,72,24.9
2873-ZLIWT,月付套餐,已流失,光纤,已开通电话,40,84.85
3415-TAILE,月付套餐,已流失,宽带 DSL,已开通电话,2,65.7
0757-WCUUZ,两年合约,在网,宽带 DSL,已开通电话,54,63.35
1629-DQQVB,月付套餐,在网,宽带 DSL,已开通电话,14,50.1
1915-IOFGU,月付套餐,已流失,光纤,已开通电话,1,70.5
3045-XETSH,月付套餐,已流失,光纤,已开通电话,10,94.85
0374-AACSZ,月付套餐,在网,宽带 DSL,已开通电话,1,50.15
7239-HZZCX,月付套餐,已流失,未开通互联网,已开通电话,1,19.75
4872-VXRIL,一年合约,在网,宽带 DSL,已开通电话,56,64.65
9140-CZQZZ,两年合约,在网,宽带 DSL,已开通电话,68,79.6
3423-HHXAO,一年合约,在网,未开通互联网,已开通电话,14,19.5
9938-TKDGL,两年合约,在网,光纤,已开通电话,68,99.55
0531-ZZJWQ,月付套餐,在网,光纤,已开通电话,55,74
6537-QLGEX,月付套餐,在网,宽带 DSL,未开通电话,16,38.9
2688-BHGOG,月付套餐,在网,光纤,已开通电话,9,79.55
7683-CBDKJ,月付套餐,已流失,宽带 DSL,已开通电话,14,65.45
0946-CLJTI,月付套餐,已流失,光纤,已开通电话,58,98.7
3160-TYXLT,月付套餐,在网,宽带 DSL,未开通电话,53,46.3
1325-USMEC,两年合约,在网,光纤,已开通电话,70,99.35
0916-QOFDP,月付套餐,在网,光纤,已开通电话,14,95.8
0628-CNQRM,一年合约,已流失,宽带 DSL,已开通电话,22,67.5
5606-AMZBO,月付套餐,在网,光纤,已开通电话,10,78.15
6199-IPCAO,两年合约,在网,未开通互联网,已开通电话,29,26.1
7665-TOALD,月付套餐,已流失,光纤,已开通电话,1,69.6
0112-QWPNC,一年合约,已流失,宽带 DSL,已开通电话,49,84.35
0324-BRPCJ,月付套餐,已流失,光纤,已开通电话,68,100.2
2777-PHDEI,月付套餐,已流失,光纤,已开通电话,1,78.05
5640-CAXOA,一年合约,在网,宽带 DSL,未开通电话,30,40.35
2235-EZAIK,两年合约,在网,宽带 DSL,已开通电话,72,79.2
3847-BAERP,月付套餐,在网,未开通互联网,已开通电话,10,20.9
1196-AMORA,月付套餐,已流失,光纤,已开通电话,7,73.6
4282-YMKNA,月付套餐,已流失,光纤,已开通电话,9,74.75
1453-RZFON,月付套餐,在网,宽带 DSL,已开通电话,1,49.9
8263-OKETD,月付套餐,在网,宽带 DSL,已开通电话,20,68.9
0670-KDOMA,月付套餐,在网,未开通互联网,已开通电话,1,20.25
2476-YGEFM,月付套餐,在网,光纤,已开通电话,29,76
8687-BAFGU,月付套餐,在网,光纤,已开通电话,1,74
0641-EVBOJ,月付套餐,在网,光纤,已开通电话,3,82.3
0829-XXPLX,月付套餐,在网,光纤,已开通电话,20,89.4
9974-JFBHQ,月付套餐,在网,光纤,已开通电话,64,99.15
5356-RHIPP,月付套餐,已流失,未开通互联网,已开通电话,1,20.2
6624-JDRDS,月付套餐,在网,宽带 DSL,未开通电话,6,29.45
0608-JDVEC,两年合约,在网,未开通互联网,已开通电话,50,19.8
9780-FKVVF,月付套餐,在网,宽带 DSL,已开通电话,6,59.15
1919-RTPQD,月付套餐,在网,宽带 DSL,已开通电话,7,44.75
5214-NLTIT,两年合约,在网,光纤,已开通电话,72,90.8
3345-PBBFH,月付套餐,在网,宽带 DSL,已开通电话,8,49.55
5055-BRMNE,两年合约,在网,光纤,已开通电话,67,106.7
9189-JWSHV,月付套餐,已流失,光纤,已开通电话,24,93.55
2190-PHBHR,两年合约,在网,光纤,已开通电话,72,94.45
2650-GYRYL,一年合约,在网,未开通互联网,已开通电话,33,19.45
0746-JTRFU,月付套餐,已流失,宽带 DSL,未开通电话,2,25.05
5208-FVQKB,两年合约,在网,宽带 DSL,已开通电话,70,67.95
7184-LRUUR,一年合约,在网,宽带 DSL,已开通电话,22,65.25
6627-CFOSN,月付套餐,在网,光纤,已开通电话,59,99.45
3982-JGSFD,一年合约,在网,未开通互联网,已开通电话,36,20.35
1574-DYCWE,两年合约,在网,未开通互联网,已开通电话,51,19.95
7247-XOZPB,一年合约,在网,宽带 DSL,已开通电话,53,77.4
2466-FCCPT,一年合约,在网,未开通互联网,已开通电话,20,19.7
6211-WWLTF,两年合约,在网,光纤,已开通电话,63,99.7
4826-TZEVA,月付套餐,在网,光纤,已开通电话,40,74.8
6016-NXBNJ,一年合约,在网,未开通互联网,已开通电话,35,19.15
9138-EFSMO,一年合约,在网,光纤,已开通电话,26,78.95
0576-WNXXC,月付套餐,已流失,光纤,已开通电话,27,95.55
4632-XJMEX,一年合约,在网,宽带 DSL,已开通电话,53,62.85
8910-LEDAG,月付套餐,在网,光纤,已开通电话,34,71.55
3452-GWUIN,月付套餐,在网,光纤,已开通电话,19,94.95
2716-GFZOR,月付套餐,在网,光纤,已开通电话,43,86.1
3724-UCSHY,月付套餐,在网,未开通互联网,已开通电话,6,19.55
8626-XHBIE,两年合约,在网,未开通互联网,已开通电话,56,24.8
4628-CTTLA,月付套餐,已流失,宽带 DSL,未开通电话,57,39.3
3192-LNKRK,月付套餐,在网,光纤,已开通电话,34,84.05
4439-YRNVD,月付套餐,在网,宽带 DSL,未开通电话,10,36.25
2876-VBBBL,月付套餐,已流失,未开通互联网,已开通电话,1,20.25
6834-NXDCA,月付套餐,已流失,宽带 DSL,未开通电话,13,23.9
2208-UGTGR,月付套餐,在网,光纤,已开通电话,56,98.6
3005-TYFRD,月付套餐,在网,光纤,已开通电话,55,103.65
8670-MEFCP,两年合约,在网,宽带 DSL,已开通电话,36,92.9
3079-BCHLN,一年合约,在网,未开通互联网,已开通电话,47,19.9
7777-UNYHB,月付套餐,在网,未开通互联网,已开通电话,12,20.1
5597-GLBUC,月付套餐,已流失,光纤,已开通电话,1,85.45
7278-CKDNC,月付套餐,在网,光纤,已开通电话,24,80.5
2748-MYRVK,一年合约,已流失,光纤,已开通电话,63,99.9
8450-UYIBU,月付套餐,在网,宽带 DSL,未开通电话,35,39.85
2969-VAPYH,一年合约,在网,宽带 DSL,已开通电话,67,60.5
4822-YCXMX,月付套餐,已流失,光纤,已开通电话,25,84.8
7181-OQCUT,月付套餐,在网,光纤,已开通电话,21,103.85
8474-UMLNT,月付套餐,在网,宽带 DSL,已开通电话,13,67.8
9821-POOTN,月付套餐,已流失,光纤,已开通电话,35,75.2
3836-FZSDJ,两年合约,在网,未开通互联网,已开通电话,71,24.85
9142-XMYJH,月付套餐,在网,未开通互联网,已开通电话,29,19.35
6559-ILWKJ,两年合约,已流失,宽带 DSL,未开通电话,71,49.35
0187-QSXOE,月付套餐,在网,光纤,已开通电话,7,89
7733-UDMTP,月付套餐,在网,宽带 DSL,未开通电话,57,55
2649-HWLYB,两年合约,在网,宽带 DSL,已开通电话,65,76.15
5214-CHIWJ,一年合约,在网,未开通互联网,已开通电话,27,20.3
4229-CZMLL,月付套餐,已流失,光纤,已开通电话,6,74.9
6904-JLBGY,两年合约,在网,光纤,已开通电话,72,117.35
2465-BLLEU,月付套餐,在网,未开通互联网,已开通电话,1,19.75
1685-VAYJF,月付套餐,在网,宽带 DSL,已开通电话,11,45.2
8874-EJNSR,两年合约,在网,未开通互联网,已开通电话,39,25.2
6917-YACBP,月付套餐,在网,光纤,已开通电话,59,89.75
5049-MUBWG,一年合约,在网,宽带 DSL,已开通电话,26,75
4223-WOZCM,月付套餐,在网,宽带 DSL,已开通电话,2,49.95
0769-MURVM,两年合约,在网,宽带 DSL,未开通电话,72,65.7
9253-VIFJQ,一年合约,在网,宽带 DSL,已开通电话,65,67.05
7030-FZTFM,两年合约,在网,光纤,已开通电话,72,110.9
9741-YLNTD,月付套餐,在网,光纤,已开通电话,6,87.95
5917-RYRMG,一年合约,在网,未开通互联网,已开通电话,32,19.8
5120-ZBLAI,一年合约,在网,宽带 DSL,已开通电话,50,75.7
1194-BHJYC,两年合约,在网,宽带 DSL,未开通电话,61,62.15
3663-MITLP,月付套餐,已流失,光纤,已开通电话,15,101.25
0906-QVPMS,两年合约,在网,光纤,已开通电话,72,115.15
9025-ZRPVR,月付套餐,已流失,未开通互联网,已开通电话,9,18.95
1905-OEILC,月付套餐,在网,未开通互联网,已开通电话,1,19.5
7858-GTZSP,月付套餐,在网,光纤,已开通电话,12,86.55
3285-UCQVC,月付套餐,已流失,宽带 DSL,未开通电话,37,28.6
6248-BSHKG,一年合约,在网,未开通互联网,已开通电话,61,20.4
4685-TFLLS,一年合约,在网,未开通互联网,已开通电话,18,19.8
3470-BTGQO,月付套餐,在网,宽带 DSL,已开通电话,21,45.65
1209-VFFOC,两年合约,在网,宽带 DSL,未开通电话,68,56.4
8224-DWCKX,月付套餐,在网,光纤,已开通电话,12,73.3
5482-PLVPE,月付套餐,已流失,宽带 DSL,未开通电话,2,24.35
4553-DVPZG,月付套餐,在网,光纤,已开通电话,62,101.35
4902-OHLSK,月付套餐,已流失,光纤,已开通电话,29,98.65
6917-IAYHD,月付套餐,在网,宽带 DSL,未开通电话,1,33.6
0495-ZBNGW,月付套餐,已流失,光纤,已开通电话,5,79.9
8620-RJPZN,月付套餐,在网,未开通互联网,已开通电话,1,20.7
7572-KPVKK,两年合约,在网,光纤,已开通电话,62,104.05
2642-MAWLJ,两年合约,在网,未开通互联网,已开通电话,36,20.25
2357-COQEK,月付套餐,已流失,光纤,已开通电话,28,103.3
7103-ZGVNT,一年合约,在网,宽带 DSL,已开通电话,69,73.7
3737-GCSPV,月付套餐,已流失,光纤,已开通电话,11,96.2
2027-WKXMW,月付套餐,在网,光纤,已开通电话,63,108.75
7137-NAXML,一年合约,在网,未开通互联网,已开通电话,23,20.15
2428-ZMCTB,月付套餐,在网,未开通互联网,已开通电话,10,19.75
2961-VNFKL,两年合约,在网,未开通互联网,已开通电话,71,25.95
1768-HNVGJ,月付套餐,在网,宽带 DSL,已开通电话,45,70.05
6963-KQYQB,两年合约,在网,未开通互联网,已开通电话,70,24.05
5934-RMPOV,月付套餐,在网,光纤,已开通电话,22,84.75
1207-BLKSA,两年合约,在网,未开通互联网,已开通电话,52,23.05
4088-YLDSU,一年合约,已流失,光纤,已开通电话,55,104.15
8316-BBQAY,两年合约,在网,宽带 DSL,未开通电话,65,59.95
1166-PQLGG,两年合约,在网,未开通互联网,已开通电话,72,19.55
3146-JTQHR,一年合约,在网,未开通互联网,已开通电话,10,19.6
4291-YZODP,一年合约,在网,未开通互联网,已开通电话,7,20.05
4395-PZMSN,月付套餐,在网,光纤,已开通电话,5,85.55
6427-FEFIG,两年合约,在网,宽带 DSL,已开通电话,24,78.6
0017-IUDMW,两年合约,在网,光纤,已开通电话,72,116.8
8706-HRADD,月付套餐,在网,宽带 DSL,未开通电话,21,43.55
9955-QOPOY,一年合约,在网,宽带 DSL,未开通电话,69,60.8
4385-ZKVNW,月付套餐,在网,宽带 DSL,已开通电话,44,54.9
5446-DKWYW,一年合约,在网,宽带 DSL,已开通电话,61,65.2
2034-CGRHZ,月付套餐,已流失,光纤,已开通电话,24,102.95
5797-APWZC,月付套餐,已流失,光纤,已开通电话,1,90.6
3683-QKIUE,月付套餐,已流失,宽带 DSL,已开通电话,6,50.8
4228-ZGYUW,月付套餐,已流失,光纤,已开通电话,4,90.05
9031-ZVQPT,两年合约,在网,光纤,已开通电话,72,108.2
2990-IAJSV,两年合约,在网,宽带 DSL,已开通电话,72,92
8107-KNCIM,月付套餐,在网,光纤,已开通电话,14,75.1
9027-YFHQJ,月付套餐,在网,未开通互联网,已开通电话,7,25.05
5176-LDKUH,一年合约,在网,光纤,已开通电话,48,75.15
4644-OBGFZ,一年合约,在网,未开通互联网,已开通电话,55,19.5
7926-IJOOU,月付套餐,在网,未开通互联网,已开通电话,1,19.3
6480-YAGIY,一年合约,在网,光纤,已开通电话,45,112.2
4029-HPFVY,月付套餐,在网,光纤,已开通电话,3,70.3
7602-DBTOU,两年合约,在网,未开通互联网,已开通电话,71,19.6
5345-BMKWB,月付套餐,在网,未开通互联网,已开通电话,8,20.25
3519-ZKXGG,月付套餐,已流失,光纤,已开通电话,3,75.85
5457-COLHT,两年合约,在网,宽带 DSL,已开通电话,69,80.65
6416-TVAIH,月付套餐,已流失,光纤,已开通电话,1,68.5
5451-YHYPW,两年合约,在网,光纤,已开通电话,72,115.75
5108-ADXWO,月付套餐,已流失,光纤,已开通电话,11,73.5
7998-WNZEM,两年合约,在网,宽带 DSL,已开通电话,71,80.6
3066-RRJIO,月付套餐,已流失,光纤,已开通电话,1,69.95
4664-NJCMS,两年合约,在网,宽带 DSL,未开通电话,33,59.55
0307-BCOPK,一年合约,在网,未开通互联网,已开通电话,16,19.05
7629-WFGLW,一年合约,在网,光纤,已开通电话,56,95.65
2542-HYGIQ,月付套餐,在网,未开通互联网,已开通电话,1,19.95
6715-OFDBP,月付套餐,已流失,宽带 DSL,已开通电话,5,70.05
5016-LIPDW,一年合约,在网,未开通互联网,已开通电话,57,19.4
6481-LXPWL,一年合约,在网,宽带 DSL,未开通电话,56,36.1
1567-DSCIC,月付套餐,已流失,光纤,已开通电话,8,94
2150-UWTFY,月付套餐,已流失,宽带 DSL,已开通电话,22,61.15
6124-ACRHJ,月付套餐,在网,未开通互联网,已开通电话,1,19.75
9362-MWODR,月付套餐,在网,宽带 DSL,已开通电话,40,64.1
9975-GPKZU,两年合约,在网,未开通互联网,已开通电话,46,19.75
9625-RZFUK,两年合约,在网,未开通互联网,已开通电话,63,19.7
5153-LXKDT,两年合约,在网,光纤,已开通电话,68,110.2
5161-UBZXI,两年合约,在网,光纤,已开通电话,69,106.35
1020-JPQOW,月付套餐,在网,光纤,已开通电话,56,90.55
7919-ZODZZ,一年合约,在网,宽带 DSL,已开通电话,10,65.9
0565-JUPYD,一年合约,在网,光纤,已开通电话,63,104.5
6867-ACCZI,两年合约,在网,宽带 DSL,未开通电话,24,52.5
5939-XAIXZ,月付套餐,在网,宽带 DSL,已开通电话,19,56.1
9054-FOWNV,月付套餐,在网,光纤,已开通电话,22,88.75
2683-BPJSO,月付套餐,已流失,光纤,已开通电话,29,84.45
2157-MXBJS,一年合约,已流失,宽带 DSL,已开通电话,13,75.3
8207-VVMYB,两年合约,在网,未开通互联网,已开通电话,70,26
9732-EQMWY,月付套餐,在网,光纤,已开通电话,49,99.4
9360-AHGNL,一年合约,已流失,光纤,已开通电话,43,109.55
1087-UDSIH,月付套餐,已流失,未开通互联网,已开通电话,3,19.6
5269-NRGDP,一年合约,在网,宽带 DSL,已开通电话,42,73.15
6195-MELTI,一年合约,在网,宽带 DSL,已开通电话,57,54.65
5485-WUYWF,月付套餐,已流失,宽带 DSL,已开通电话,2,66.4
2121-JAFOM,两年合约,在网,光纤,已开通电话,72,115.55
8818-DOPVL,月付套餐,在网,光纤,已开通电话,46,104.45
2632-UCGVD,月付套餐,已流失,光纤,已开通电话,66,100.05
5445-PZWGX,一年合约,已流失,光纤,已开通电话,62,102
1227-UDMZR,两年合约,在网,宽带 DSL,已开通电话,72,91.15
5198-HQAEN,一年合约,在网,光纤,已开通电话,35,89.7
9170-CCKOU,月付套餐,已流失,光纤,已开通电话,17,90.2
2167-FQSTQ,两年合约,在网,宽带 DSL,已开通电话,72,92.4
2819-GWENI,一年合约,在网,未开通互联网,已开通电话,28,19.9
1043-YCUTE,两年合约,已流失,未开通互联网,已开通电话,56,25.15
3814-MLAXC,月付套餐,已流失,光纤,已开通电话,31,79.85
3572-UUHRS,一年合约,在网,未开通互联网,已开通电话,45,18.85
2692-PFYTJ,月付套餐,在网,未开通互联网,已开通电话,1,25.75
1226-UDFZR,月付套餐,已流失,宽带 DSL,已开通电话,2,49.6
5955-EPOAZ,月付套餐,在网,未开通互联网,已开通电话,6,20.95
6821-JPCDC,一年合约,在网,光纤,已开通电话,48,97.05
8815-LMFLX,月付套餐,在网,未开通互联网,已开通电话,25,25.4
9135-HSWOC,两年合约,在网,未开通互联网,已开通电话,64,19.7
8582-KRHPJ,月付套餐,在网,宽带 DSL,未开通电话,50,35
5811-IWXYM,一年合约,在网,光纤,已开通电话,52,101.25
7044-YAACC,月付套餐,在网,光纤,已开通电话,4,70.2
8189-XRIKE,月付套餐,在网,光纤,已开通电话,32,90.95
1506-YJTYT,两年合约,在网,宽带 DSL,已开通电话,45,73.85
4123-DVHPH,月付套餐,在网,光纤,已开通电话,9,88.05
6425-YQLLO,一年合约,已流失,光纤,已开通电话,66,105.95
5442-UTCVD,月付套餐,已流失,光纤,已开通电话,3,91.85
2228-BZDEE,两年合约,在网,未开通互联网,已开通电话,54,20.1
7734-DBOAI,月付套餐,已流失,宽带 DSL,未开通电话,1,40.1
2789-CZANW,两年合约,在网,光纤,已开通电话,64,110.3
2091-RFFBA,月付套餐,已流失,光纤,已开通电话,31,73.9
2114-MGINA,月付套餐,已流失,光纤,已开通电话,14,89.8
7596-LDUXP,一年合约,在网,光纤,已开通电话,12,85.15
3740-RLMVT,一年合约,在网,宽带 DSL,已开通电话,67,60.95
4489-SNOJF,月付套餐,已流失,宽带 DSL,已开通电话,35,72.25
2192-OZITF,两年合约,在网,宽带 DSL,已开通电话,45,73.55
5651-CPDND,月付套餐,在网,宽带 DSL,已开通电话,10,46
2186-QZEYA,月付套餐,在网,宽带 DSL,已开通电话,29,58.55
1131-ALZWV,一年合约,在网,未开通互联网,已开通电话,24,24.6
7729-XBTWX,两年合约,在网,未开通互联网,已开通电话,66,19.75
9134-WYRVP,一年合约,在网,光纤,已开通电话,51,86.35
3284-SVCRO,两年合约,在网,未开通互联网,已开通电话,45,25.5
9732-OUYRN,一年合约,在网,未开通互联网,已开通电话,49,19
0559-CKHUS,两年合约,在网,未开通互联网,已开通电话,29,19.55
2931-SVLTV,月付套餐,在网,光纤,已开通电话,40,110.1
6899-PPEEA,月付套餐,已流失,光纤,已开通电话,37,96.55
7504-UWHNB,月付套餐,在网,光纤,已开通电话,25,69.75
2582-FFFZR,月付套餐,在网,宽带 DSL,未开通电话,22,50.6
8908-NMQTX,两年合约,在网,宽带 DSL,未开通电话,72,65.6
2187-LZGPL,月付套餐,已流失,宽带 DSL,未开通电话,7,40.1
1431-AIDJQ,两年合约,在网,宽带 DSL,已开通电话,33,82.1
6288-LBEAR,月付套餐,在网,光纤,已开通电话,23,79.1
4597-NUCQV,月付套餐,已流失,光纤,已开通电话,24,101.25
9019-QVLZD,月付套餐,已流失,光纤,已开通电话,1,79.55
8413-YNHNV,两年合约,在网,宽带 DSL,已开通电话,69,90.65
5808-TOTXO,一年合约,在网,未开通互联网,已开通电话,3,20.55
4369-NYSCF,一年合约,在网,宽带 DSL,已开通电话,56,75.75
6333-YDVLT,一年合约,在网,光纤,已开通电话,65,110
5324-KTGCG,一年合约,在网,未开通互联网,已开通电话,71,20.85
5599-HVLTW,月付套餐,在网,光纤,已开通电话,14,80.35
7394-LWLYN,月付套餐,在网,光纤,已开通电话,2,70.15
3707-LRWZD,一年合约,已流失,光纤,已开通电话,32,84.05
6873-UDNLD,月付套餐,在网,宽带 DSL,已开通电话,40,67.45
2700-LUEVA,月付套餐,在网,未开通互联网,已开通电话,1,20.75
1455-ESIQH,月付套餐,已流失,光纤,已开通电话,1,89.1
0958-YHXGP,月付套餐,在网,光纤,已开通电话,7,69.9
1101-SSWAG,月付套餐,在网,宽带 DSL,已开通电话,15,51.1
2979-SXESE,月付套餐,已流失,光纤,已开通电话,17,94.4
4013-TLDHQ,月付套餐,已流失,光纤,已开通电话,19,78.25
5743-KHMNA,两年合约,在网,未开通互联网,已开通电话,71,25.55
4194-FJARJ,两年合约,在网,宽带 DSL,已开通电话,54,60
5325-UWTWJ,月付套餐,在网,光纤,已开通电话,31,90.55
3969-GYXEL,月付套餐,在网,光纤,已开通电话,11,76.4
9208-OLGAQ,月付套餐,在网,光纤,已开通电话,18,84.95
3244-CQPHU,两年合约,在网,光纤,已开通电话,72,110.1
2674-MLXMN,月付套餐,在网,光纤,已开通电话,71,99.65
9708-HPXWZ,月付套餐,在网,宽带 DSL,未开通电话,5,45.4
6992-TKNYO,一年合约,在网,宽带 DSL,已开通电话,38,69
4468-YDOVK,月付套餐,在网,宽带 DSL,已开通电话,5,48.65
3754-DXMRT,月付套餐,已流失,宽带 DSL,已开通电话,2,44.15
5792-JALQC,两年合约,在网,宽带 DSL,已开通电话,52,59.85
7130-VTEWQ,月付套餐,已流失,光纤,已开通电话,8,75.75
2200-DSAAL,两年合约,在网,宽带 DSL,已开通电话,68,80.65
4302-ZYFEL,一年合约,在网,未开通互联网,已开通电话,69,20.55
9351-LZYGF,月付套餐,在网,宽带 DSL,已开通电话,42,66.4
4366-CTOUZ,两年合约,在网,光纤,已开通电话,50,100.2
6121-VZNQB,月付套餐,已流失,未开通互联网,已开通电话,1,19.1
7903-CMPEY,月付套餐,已流失,光纤,已开通电话,1,80.3
1518-OMDIK,月付套餐,在网,宽带 DSL,已开通电话,33,44.55
6671-NGWON,月付套餐,在网,未开通互联网,已开通电话,7,20.35
