date,keyword,channel,device,region,page_views,search_count,result_clicks,avg_stay_seconds,bounce_rate
2025-09-23,更正公告,直接访问,PC,湖北,30,12,4,135.2,0.5
2025-09-23,供应商查询,直接访问,移动端,江苏,22,7,2,87.4,0.42
2025-09-23,采购信息,站内,PC,浙江,4,1,0,50.6,0.63
2025-09-23,招投标公告,外部链接,移动端,上海,12,7,2,19.2,0.4
2025-09-23,供应商查询,直接访问,PC,湖北,18,5,2,71.1,0.61
2025-09-23,信用查询,直接访问,移动端,上海,9,5,3,19.1,0.38
2025-09-23,中标结果,外部链接,移动端,上海,11,5,3,85.2,0.36
2025-09-23,招标文件,直接访问,移动端,江苏,33,5,1,66.0,0.24
2025-09-23,更正公告,直接访问,PC,湖北,26,1,0,69.6,0.43
2025-09-23,招投标公告,直接访问,PC,浙江,34,7,3,169.7,0.24
2025-09-23,采购信息,外部链接,PC,广东,23,12,6,117.1,0.47
2025-09-23,招投标公告,外部链接,移动端,北京,20,4,2,142.8,0.53
2025-09-23,开标记录,外部链接,PC,山东,10,3,2,107.9,0.22
2025-09-23,供应商查询,外部链接,PC,江苏,26,6,5,75.3,0.61
2025-09-23,单一来源,外部链接,移动端,广东,28,10,5,58.7,0.16
2025-09-23,招标文件,站内,移动端,广东,8,3,2,45.3,0.52
2025-09-23,采购信息,外部链接,移动端,广东,38,4,3,103.9,0.73
2025-09-23,工程招标,外部链接,移动端,广东,13,8,3,24.6,0.21
2025-09-23,单一来源,外部链接,PC,湖北,42,8,4,171.7,0.54
2025-09-23,招投标公告,站内,移动端,上海,28,4,1,116.2,0.62
2025-09-23,政策解读,直接访问,PC,江苏,9,2,1,122.8,0.28
2025-09-23,投诉处理,直接访问,移动端,四川,26,12,7,92.4,0.65
2025-09-23,招标文件,外部链接,PC,山东,20,4,2,47.5,0.5
2025-09-23,项目立项,外部链接,移动端,四川,15,2,1,105.6,0.24
2025-09-23,电子招投标,站内,移动端,四川,34,10,5,86.1,0.24
2025-09-23,工程招标,站内,PC,山东,5,2,1,161.2,0.29
2025-09-23,政府采购,外部链接,PC,湖北,17,6,4,126.7,0.48
2025-09-23,开标记录,付费推广,移动端,江苏,17,2,1,98.4,0.34
2025-09-23,行业报告,直接访问,移动端,广东,40,8,6,28.7,0.5
2025-09-23,招标文件,外部链接,移动端,江苏,17,6,3,83.6,0.48
2025-09-23,政策解读,外部链接,PC,浙江,36,9,3,20.7,0.44
2025-09-23,招投标公告,直接访问,PC,北京,21,3,1,155.7,0.59
2025-09-23,行业动态,站内,PC,湖北,24,11,8,142.3,0.64
2025-09-23,招投标公告,站内,PC,湖北,32,7,5,37.2,0.42
2025-09-23,工程招标,外部链接,PC,上海,15,7,4,62.5,0.57
2025-09-23,项目立项,站内,移动端,山东,1,1,0,86.2,0.35
2025-09-23,政策解读,直接访问,PC,浙江,8,4,2,147.7,0.42
2025-09-23,单一来源,站内,移动端,浙江,23,2,1,24.9,0.66
2025-09-23,招标文件,外部链接,PC,上海,35,11,4,115.8,0.68
2025-09-23,采购信息,直接访问,移动端,江苏,3,1,0,175.4,0.34
2025-09-23,招标文件,外部链接,PC,北京,33,3,2,26.0,0.39
2025-09-23,法律法规,直接访问,移动端,湖北,24,9,6,121.5,0.68
2025-09-23,中标结果,直接访问,PC,上海,31,4,2,144.0,0.31
2025-09-23,中标结果,直接访问,PC,山东,37,10,8,141.3,0.29
2025-09-23,电子招投标,站内,PC,江苏,30,1,0,39.8,0.34
2025-09-23,采购信息,外部链接,移动端,北京,27,6,4,91.4,0.7
2025-09-24,企业资质,外部链接,移动端,浙江,24,2,1,24.1,0.49
2025-09-24,招投标公告,外部链接,移动端,江苏,15,11,4,46.4,0.2
2025-09-24,更正公告,站内,PC,四川,34,11,8,88.1,0.38
2025-09-24,评标专家,付费推广,PC,湖北,29,8,6,135.8,0.36
2025-09-24,评标结果,直接访问,PC,北京,19,11,6,28.3,0.15
2025-09-24,招投标公告,直接访问,PC,北京,24,7,4,153.1,0.32
2025-09-24,法律法规,直接访问,移动端,江苏,28,11,6,113.7,0.64
2025-09-24,工程招标,外部链接,PC,广东,39,12,11,83.6,0.55
2025-09-24,法律法规,付费推广,移动端,广东,32,3,1,139.4,0.5
2025-09-24,合同公示,直接访问,移动端,北京,40,9,7,91.3,0.22
2025-09-24,单一来源,付费推广,PC,北京,23,1,0,81.9,0.29
2025-09-24,工程招标,付费推广,PC,上海,12,3,2,117.4,0.48
2025-09-24,招投标公告,付费推广,移动端,湖北,31,9,4,76.0,0.59
2025-09-24,招投标公告,站内,移动端,四川,32,3,2,83.4,0.31
2025-09-24,招投标公告,直接访问,PC,四川,33,2,1,76.4,0.68
2025-09-24,工程招标,站内,移动端,北京,44,9,5,38.8,0.28
2025-09-24,行业动态,站内,PC,湖北,39,10,7,140.8,0.53
2025-09-24,中标公示,直接访问,移动端,江苏,1,2,1,53.0,0.66
2025-09-24,投标保证金,站内,PC,上海,29,12,9,136.0,0.74
2025-09-24,废标公告,站内,PC,江苏,35,11,5,40.8,0.47
2025-09-24,政策解读,外部链接,PC,浙江,11,4,1,79.2,0.59
2025-09-24,招投标公告,外部链接,PC,浙江,9,3,1,130.9,0.5
2025-09-24,政策解读,外部链接,移动端,浙江,9,2,0,20.3,0.34
2025-09-24,采购信息,外部链接,PC,北京,28,9,4,26.4,0.21
2025-09-24,询价公告,外部链接,PC,江苏,8,4,2,170.0,0.3
2025-09-24,中标结果,外部链接,PC,北京,17,1,0,91.9,0.18
2025-09-24,项目立项,外部链接,PC,江苏,30,3,1,26.6,0.54
2025-09-24,合同公示,直接访问,移动端,浙江,14,4,3,170.6,0.26
2025-09-24,单一来源,直接访问,PC,上海,31,4,1,72.3,0.54
2025-09-24,招标代理,付费推广,PC,四川,4,3,1,64.9,0.24
2025-09-24,供应商查询,外部链接,PC,北京,4,5,2,33.5,0.67
2025-09-24,中标结果,直接访问,移动端,上海,10,3,1,24.1,0.74
2025-09-24,采购信息,付费推广,PC,上海,20,1,0,22.5,0.73
2025-09-24,单一来源,站内,移动端,北京,9,4,1,54.2,0.21
2025-09-24,采购信息,直接访问,PC,湖北,9,2,1,136.7,0.3
2025-09-24,废标公告,直接访问,PC,上海,17,4,2,143.1,0.33
2025-09-24,中标结果,站内,PC,湖北,29,7,3,26.8,0.64
2025-09-24,评标专家,直接访问,移动端,山东,26,11,9,125.2,0.48
2025-09-24,评标结果,直接访问,PC,浙江,13,6,3,129.5,0.75
2025-09-24,法律法规,直接访问,移动端,北京,42,5,3,43.5,0.62
2025-09-24,履约信息,外部链接,移动端,湖北,24,7,3,144.8,0.37
2025-09-24,采购信息,站内,移动端,上海,41,5,4,141.9,0.41
2025-09-24,招标文件,直接访问,PC,湖北,29,3,2,58.5,0.32
2025-09-24,履约信息,站内,移动端,山东,14,10,4,94.9,0.24
2025-09-24,中标公示,外部链接,移动端,浙江,26,12,8,62.0,0.71
2025-09-24,招标文件,外部链接,PC,湖北,15,4,2,145.1,0.39
2025-09-24,政策解读,直接访问,PC,浙江,19,10,6,33.6,0.67
2025-09-24,项目立项,外部链接,PC,浙江,14,12,7,21.7,0.63
2025-09-24,中标公示,直接访问,PC,上海,17,1,0,117.4,0.64
2025-09-24,评标专家,付费推广,PC,上海,13,7,5,39.4,0.22
2025-09-24,采购信息,站内,移动端,江苏,32,8,4,63.0,0.24
2025-09-24,行业报告,站内,PC,江苏,37,6,4,150.2,0.51
2025-09-24,中标公示,站内,移动端,江苏,16,1,0,155.1,0.2
2025-09-24,项目立项,直接访问,PC,湖北,26,12,6,118.5,0.42
2025-09-25,中标结果,站内,PC,四川,5,4,2,172.9,0.21
2025-09-25,招标文件,站内,PC,湖北,38,12,5,112.8,0.61
2025-09-25,招投标公告,直接访问,PC,江苏,34,4,2,96.1,0.63
2025-09-25,评标专家,直接访问,移动端,江苏,2,1,0,136.0,0.72
2025-09-25,更正公告,外部链接,PC,北京,7,5,4,82.9,0.74
2025-09-25,行业报告,站内,移动端,北京,20,1,0,163.6,0.25
2025-09-25,企业资质,直接访问,移动端,湖北,53,7,6,106.2,0.17
2025-09-25,投诉处理,站内,移动端,浙江,12,5,2,99.3,0.6
2025-09-25,招标文件,外部链接,移动端,广东,15,4,2,27.9,0.44
2025-09-25,法律法规,直接访问,移动端,北京,13,4,3,30.9,0.62
2025-09-25,招投标公告,站内,PC,山东,25,2,0,132.3,0.5
2025-09-25,招标文件,站内,PC,上海,9,5,4,175.2,0.46
2025-09-25,投标保证金,直接访问,PC,上海,25,9,5,40.1,0.44
2025-09-25,询价公告,站内,移动端,湖北,33,8,6,79.7,0.67
2025-09-25,工程招标,直接访问,移动端,北京,9,1,0,117.6,0.22
2025-09-25,法律法规,直接访问,移动端,江苏,5,3,1,74.4,0.68
2025-09-25,招投标公告,直接访问,移动端,浙江,38,6,2,125.2,0.38
2025-09-25,供应商查询,直接访问,PC,上海,31,6,2,68.5,0.2
2025-09-25,工程招标,直接访问,PC,北京,37,12,7,103.2,0.7
2025-09-25,中标结果,外部链接,PC,浙江,18,1,0,178.4,0.57
2025-09-25,招标文件,外部链接,移动端,湖北,34,4,2,41.6,0.74
2025-09-25,中标结果,站内,PC,湖北,18,7,2,77.4,0.31
2025-09-25,履约信息,外部链接,移动端,北京,15,5,4,153.9,0.15
2025-09-25,开标记录,外部链接,移动端,湖北,28,3,1,148.9,0.68
2025-09-25,招投标公告,外部链接,移动端,湖北,43,9,6,141.1,0.44
2025-09-25,政策解读,直接访问,PC,浙江,17,9,6,159.0,0.55
2025-09-25,工程招标,直接访问,PC,上海,20,9,3,63.0,0.35
2025-09-25,工程招标,直接访问,移动端,江苏,1,1,0,135.7,0.48
2025-09-25,中标结果,站内,PC,北京,19,12,4,126.1,0.65
2025-09-25,评标专家,直接访问,PC,山东,31,3,1,151.8,0.62
2025-09-25,中标结果,直接访问,移动端,四川,24,8,5,141.0,0.46
2025-09-25,招投标公告,付费推广,PC,北京,19,1,0,64.6,0.67
2025-09-25,评标专家,直接访问,PC,四川,31,3,2,124.2,0.32
2025-09-25,行业动态,站内,PC,上海,23,9,3,100.6,0.48
2025-09-25,资格预审,直接访问,PC,四川,28,8,7,179.3,0.43
2025-09-26,电子招投标,外部链接,PC,山东,34,5,4,134.7,0.51
2025-09-26,招投标公告,站内,移动端,四川,40,8,6,142.4,0.48
2025-09-26,采购信息,外部链接,移动端,湖北,30,10,8,66.3,0.69
2025-09-26,政策解读,站内,PC,湖北,14,2,1,86.1,0.29
2025-09-26,中标结果,直接访问,PC,广东,16,2,1,85.1,0.71
2025-09-26,中标结果,外部链接,PC,广东,17,3,1,63.4,0.44
2025-09-26,供应商查询,外部链接,移动端,湖北,32,5,2,153.7,0.67
2025-09-26,工程招标,站内,移动端,江苏,38,11,5,58.6,0.28
2025-09-26,政策解读,站内,PC,山东,28,12,5,71.6,0.3
2025-09-26,履约信息,外部链接,PC,四川,15,6,3,46.2,0.45
2025-09-26,投标保证金,直接访问,PC,四川,13,8,3,124.5,0.52
2025-09-26,招标文件,外部链接,PC,浙江,18,2,1,80.7,0.18
2025-09-26,招投标公告,站内,移动端,湖北,16,3,2,43.6,0.44
2025-09-26,评标专家,外部链接,移动端,广东,21,5,1,168.3,0.26
2025-09-26,工程招标,外部链接,移动端,湖北,43,7,4,178.5,0.15
2025-09-26,采购信息,直接访问,PC,广东,20,4,1,43.4,0.18
2025-09-26,政策解读,付费推广,PC,上海,22,3,1,112.8,0.21
2025-09-26,采购信息,直接访问,PC,浙江,24,8,5,28.0,0.18
2025-09-26,招投标公告,站内,移动端,湖北,28,2,1,73.2,0.58
2025-09-26,政府采购,站内,PC,四川,15,6,5,135.8,0.5
2025-09-26,评标结果,站内,PC,江苏,12,6,4,138.3,0.2
2025-09-26,供应商查询,外部链接,PC,北京,20,5,2,136.9,0.65
2025-09-26,中标结果,站内,PC,江苏,31,6,2,31.0,0.42
2025-09-26,中标公示,付费推广,移动端,四川,20,1,0,163.2,0.4
2025-09-26,工程招标,站内,PC,北京,49,12,8,26.9,0.55
2025-09-26,投标保证金,外部链接,PC,浙江,19,2,1,119.4,0.56
2025-09-26,中标结果,直接访问,移动端,湖北,8,4,2,50.1,0.44
2025-09-26,政策解读,外部链接,PC,上海,35,7,5,101.0,0.4
2025-09-26,企业资质,直接访问,PC,上海,6,10,5,22.7,0.6
2025-09-26,中标结果,直接访问,移动端,上海,9,4,3,41.2,0.41
2025-09-26,行业报告,外部链接,移动端,湖北,40,10,4,174.2,0.58
2025-09-26,招投标公告,外部链接,PC,山东,31,7,3,177.6,0.69
2025-09-26,企业资质,直接访问,PC,江苏,61,11,9,75.2,0.57
2025-09-26,供应商查询,直接访问,PC,浙江,19,6,2,47.7,0.32
2025-09-26,评标专家,直接访问,移动端,浙江,42,8,7,81.5,0.71
2025-09-26,供应商查询,外部链接,PC,山东,21,9,4,44.7,0.64
2025-09-26,行业报告,站内,移动端,广东,14,5,2,18.9,0.4
2025-09-26,工程招标,外部链接,PC,四川,27,2,0,86.3,0.23
2025-09-26,中标结果,直接访问,PC,浙江,25,12,6,89.4,0.62
2025-09-26,采购信息,站内,移动端,北京,19,3,2,158.7,0.54
2025-09-26,信用查询,直接访问,移动端,江苏,13,8,4,165.5,0.73
2025-09-26,竞争性谈判,外部链接,移动端,四川,25,2,1,124.2,0.43
2025-09-26,工程招标,外部链接,PC,北京,30,5,3,57.4,0.42
2025-09-26,竞争性谈判,直接访问,PC,江苏,23,6,2,82.8,0.59
2025-09-26,招投标公告,直接访问,移动端,上海,8,9,5,28.9,0.23
2025-09-26,投标保证金,直接访问,移动端,广东,40,12,8,166.7,0.23
2025-09-26,开标记录,站内,移动端,浙江,19,4,3,155.6,0.56
2025-09-26,供应商查询,付费推广,PC,湖北,28,8,6,51.5,0.16
2025-09-26,招标文件,外部链接,移动端,江苏,10,7,5,109.1,0.37
2025-09-26,中标结果,外部链接,移动端,北京,27,4,1,158.5,0.69
2025-09-26,招标代理,直接访问,移动端,广东,9,2,0,81.4,0.44
2025-09-26,电子招投标,外部链接,移动端,广东,44,9,7,102.9,0.46
2025-09-26,合同公示,站内,PC,江苏,13,11,4,62.1,0.19
2025-09-27,供应商查询,外部链接,PC,浙江,10,6,2,101.4,0.28
2025-09-27,招标文件,直接访问,PC,浙江,3,1,0,167.4,0.46
2025-09-27,招标文件,直接访问,PC,山东,34,9,4,168.2,0.17
2025-09-27,信用查询,站内,移动端,湖北,27,10,6,131.7,0.41
2025-09-27,招投标公告,外部链接,PC,湖北,26,2,0,152.7,0.41
2025-09-27,行业报告,站内,PC,浙江,31,3,1,24.8,0.34
2025-09-27,招投标公告,付费推广,PC,四川,19,4,1,74.3,0.35
2025-09-27,询价公告,外部链接,PC,浙江,13,4,2,43.8,0.39
2025-09-27,工程招标,外部链接,移动端,山东,25,6,4,71.5,0.64
2025-09-27,招标代理,直接访问,PC,浙江,0,1,0,42.6,0.46
2025-09-27,工程招标,付费推广,PC,山东,16,7,4,69.3,0.53
2025-09-27,开标记录,站内,PC,上海,28,9,5,35.3,0.29
2025-09-27,投标保证金,外部链接,PC,广东,32,9,7,161.5,0.66
2025-09-27,合同公示,站内,PC,上海,38,8,6,167.0,0.72
2025-09-27,工程招标,站内,PC,上海,28,6,2,99.6,0.38
2025-09-27,招投标公告,外部链接,PC,北京,24,3,1,156.9,0.23
2025-09-27,招标文件,直接访问,PC,广东,43,6,4,151.1,0.55
2025-09-27,法律法规,直接访问,移动端,湖北,7,2,1,78.9,0.58
2025-09-27,中标结果,站内,PC,山东,28,7,3,156.5,0.27
2025-09-27,电子招投标,直接访问,移动端,四川,33,3,1,40.4,0.55
2025-09-27,政府采购,直接访问,移动端,浙江,23,12,5,30.3,0.31
2025-09-27,法律法规,站内,PC,四川,25,12,6,26.1,0.22
2025-09-27,中标公示,外部链接,PC,四川,1,1,0,29.2,0.58
2025-09-27,企业资质,直接访问,PC,广东,23,3,1,60.4,0.43
2025-09-27,招标文件,外部链接,移动端,浙江,15,4,2,97.7,0.2
2025-09-27,工程招标,直接访问,PC,北京,28,5,2,80.7,0.32
2025-09-27,废标公告,站内,PC,浙江,26,2,1,40.5,0.54
2025-09-27,中标结果,直接访问,PC,江苏,39,7,4,162.0,0.69
2025-09-27,法律法规,外部链接,PC,广东,0,1,0,106.5,0.55
2025-09-27,招投标公告,外部链接,PC,广东,19,6,2,142.0,0.32
2025-09-27,开标记录,外部链接,PC,浙江,15,12,4,69.9,0.4
2025-09-27,合同公示,直接访问,移动端,浙江,1,1,0,135.0,0.5
2025-09-27,政策解读,外部链接,PC,山东,28,9,3,170.4,0.66
2025-09-27,政策解读,直接访问,PC,浙江,14,6,4,72.3,0.68
2025-09-27,资格预审,直接访问,移动端,浙江,20,1,0,89.8,0.4
2025-09-27,采购信息,直接访问,PC,广东,11,9,7,177.6,0.55
2025-09-27,中标结果,直接访问,移动端,江苏,42,8,6,92.2,0.15
2025-09-27,招标文件,站内,PC,北京,21,1,0,144.3,0.3
2025-09-27,更正公告,直接访问,移动端,山东,15,10,6,108.3,0.74
2025-09-27,单一来源,直接访问,PC,浙江,41,8,7,22.7,0.59
2025-09-27,供应商查询,外部链接,PC,北京,47,9,5,163.5,0.54
2025-09-27,政策解读,付费推广,PC,浙江,12,7,4,32.2,0.54
2025-09-27,履约信息,站内,PC,湖北,17,3,2,88.0,0.42
2025-09-27,废标公告,外部链接,移动端,浙江,35,8,5,82.0,0.64
2025-09-27,工程招标,外部链接,移动端,广东,33,8,4,69.5,0.47
2025-09-27,工程招标,直接访问,PC,山东,16,3,1,66.0,0.48
2025-09-27,工程招标,外部链接,移动端,广东,31,6,2,133.1,0.71
2025-09-28,电子招投标,直接访问,移动端,湖北,24,6,3,29.3,0.64
2025-09-28,行业报告,付费推广,PC,湖北,18,6,4,123.0,0.65
2025-09-28,招标文件,直接访问,PC,四川,8,1,0,61.7,0.57
2025-09-28,工程招标,付费推广,移动端,山东,24,6,4,55.7,0.16
2025-09-28,工程招标,直接访问,PC,上海,24,6,4,100.2,0.65
2025-09-28,招投标公告,直接访问,移动端,广东,19,7,5,179.3,0.25
2025-09-28,更正公告,直接访问,PC,北京,33,11,7,161.6,0.16
2025-09-28,评标专家,外部链接,PC,上海,32,5,3,133.1,0.23
2025-09-28,询价公告,外部链接,PC,山东,30,12,8,149.1,0.45
2025-09-28,电子招投标,直接访问,移动端,江苏,34,5,2,84.1,0.62
2025-09-28,中标公示,直接访问,PC,山东,14,4,2,170.2,0.28
2025-09-28,招标文件,直接访问,PC,湖北,43,9,8,168.3,0.46
2025-09-28,项目立项,站内,PC,江苏,33,9,6,170.2,0.36
2025-09-28,行业动态,直接访问,PC,湖北,38,8,3,66.6,0.34
2025-09-28,工程招标,站内,移动端,山东,32,6,3,100.3,0.52
2025-09-28,采购信息,站内,移动端,浙江,36,11,9,57.5,0.74
2025-09-28,中标结果,外部链接,PC,广东,16,6,2,147.6,0.37
2025-09-28,竞争性谈判,外部链接,PC,湖北,4,8,3,92.2,0.32
2025-09-28,企业资质,站内,移动端,广东,43,12,7,137.6,0.69
2025-09-28,废标公告,外部链接,PC,四川,14,11,7,109.1,0.17
2025-09-28,中标结果,直接访问,移动端,北京,26,6,2,130.9,0.15
2025-09-28,法律法规,直接访问,PC,北京,32,5,2,28.5,0.7
2025-09-28,行业报告,站内,移动端,浙江,15,4,3,30.7,0.58
2025-09-28,企业资质,直接访问,PC,四川,18,10,3,76.0,0.68
2025-09-28,开标记录,直接访问,PC,湖北,9,3,2,130.1,0.46
2025-09-28,中标公示,外部链接,移动端,四川,11,6,3,120.4,0.41
2025-09-28,招投标公告,外部链接,移动端,北京,6,10,4,95.2,0.69
2025-09-28,招标文件,站内,PC,浙江,36,12,7,141.9,0.23
2025-09-28,工程招标,站内,PC,浙江,11,4,2,179.6,0.23
2025-09-28,招投标公告,直接访问,PC,湖北,42,12,9,86.9,0.68
2025-09-28,工程招标,直接访问,PC,北京,44,9,8,43.9,0.5
2025-09-28,招标代理,直接访问,PC,湖北,31,4,1,118.2,0.35
2025-09-28,招投标公告,站内,移动端,江苏,29,6,2,117.7,0.5
2025-09-28,工程招标,站内,移动端,湖北,33,8,3,46.1,0.61
2025-09-28,采购信息,直接访问,移动端,广东,24,5,3,65.3,0.24
2025-09-28,工程招标,外部链接,PC,江苏,21,6,2,46.5,0.58
2025-09-28,招投标公告,直接访问,PC,四川,27,8,4,116.8,0.22
2025-09-28,招标文件,外部链接,移动端,江苏,26,4,3,66.5,0.41
2025-09-29,供应商查询,付费推广,PC,广东,35,11,7,177.0,0.44
2025-09-29,工程招标,外部链接,PC,湖北,32,3,2,127.0,0.43
2025-09-29,工程招标,付费推广,移动端,北京,22,8,3,36.1,0.41
2025-09-29,政府采购,直接访问,PC,山东,11,4,3,33.9,0.48
2025-09-29,供应商查询,站内,移动端,山东,32,4,2,96.4,0.61
2025-09-29,供应商查询,外部链接,移动端,山东,11,1,0,155.8,0.59
2025-09-29,废标公告,直接访问,移动端,广东,2,5,2,149.0,0.26
2025-09-29,工程招标,外部链接,移动端,浙江,33,9,5,52.5,0.71
2025-09-29,评标结果,站内,PC,四川,21,9,5,56.5,0.62
2025-09-29,采购信息,外部链接,移动端,浙江,29,5,2,74.4,0.53
2025-09-29,政策解读,站内,PC,湖北,7,9,5,162.0,0.65
2025-09-29,项目立项,直接访问,PC,四川,12,2,0,27.7,0.48
2025-09-29,工程招标,直接访问,PC,上海,9,6,4,142.9,0.59
2025-09-29,政府采购,直接访问,移动端,湖北,19,9,3,85.3,0.16
2025-09-29,政策解读,外部链接,移动端,山东,17,4,3,139.4,0.51
2025-09-29,招标文件,外部链接,PC,广东,2,1,0,59.6,0.58
2025-09-29,电子招投标,付费推广,移动端,山东,20,2,1,77.2,0.63
2025-09-29,投标保证金,外部链接,移动端,四川,0,2,0,103.7,0.2
2025-09-29,招投标公告,站内,移动端,江苏,44,11,5,76.9,0.51
2025-09-29,工程招标,直接访问,PC,北京,31,10,4,30.7,0.41
2025-09-29,单一来源,站内,移动端,湖北,22,3,2,75.4,0.21
2025-09-29,单一来源,站内,PC,山东,15,9,4,76.9,0.27
2025-09-29,招投标公告,外部链接,移动端,山东,11,12,6,136.2,0.28
2025-09-29,合同公示,站内,移动端,湖北,32,2,1,79.8,0.45
2025-09-29,工程招标,直接访问,PC,北京,28,2,1,33.7,0.33
2025-09-29,评标结果,直接访问,PC,浙江,10,2,1,161.7,0.4
2025-09-29,中标公示,站内,PC,湖北,50,9,8,100.7,0.44
2025-09-29,招投标公告,直接访问,移动端,浙江,15,1,0,128.6,0.7
2025-09-29,采购信息,站内,移动端,北京,31,6,4,172.2,0.62
2025-09-29,询价公告,付费推广,PC,上海,38,8,7,114.9,0.32
2025-09-29,招投标公告,直接访问,PC,上海,21,10,4,38.8,0.24
2025-09-29,中标公示,外部链接,PC,北京,40,8,5,26.7,0.65
2025-09-29,招标文件,直接访问,移动端,江苏,36,10,6,117.5,0.52
2025-09-29,招投标公告,直接访问,移动端,北京,26,8,3,156.3,0.62
2025-09-29,法律法规,直接访问,移动端,北京,6,1,0,120.4,0.56
2025-09-29,评标专家,站内,PC,浙江,28,2,1,33.2,0.51
2025-09-29,法律法规,直接访问,PC,上海,43,12,10,85.8,0.33
2025-09-29,中标结果,外部链接,移动端,北京,18,2,1,156.2,0.58
2025-09-29,合同公示,站内,PC,上海,28,12,4,151.4,0.45
2025-09-29,中标结果,外部链接,PC,上海,15,2,1,167.2,0.63
2025-09-29,采购信息,外部链接,移动端,四川,12,5,3,129.7,0.65
2025-09-29,采购信息,外部链接,移动端,江苏,25,6,3,54.4,0.57
2025-09-29,信用查询,站内,PC,北京,26,3,1,53.3,0.53
2025-09-29,工程招标,直接访问,移动端,四川,5,2,1,153.0,0.57
2025-09-29,工程招标,外部链接,移动端,江苏,40,8,6,169.5,0.64
2025-09-29,法律法规,站内,PC,广东,11,2,1,110.6,0.31
2025-09-29,采购信息,站内,移动端,江苏,18,6,2,53.3,0.18
2025-09-29,采购信息,站内,移动端,湖北,42,9,6,173.2,0.18
2025-09-29,行业报告,外部链接,PC,山东,19,3,2,177.6,0.52
2025-09-29,更正公告,站内,PC,浙江,17,6,4,82.9,0.19
2025-09-29,履约信息,直接访问,移动端,浙江,38,7,4,40.0,0.44
2025-09-29,采购信息,直接访问,PC,上海,24,5,2,45.7,0.66
2025-09-29,采购信息,外部链接,PC,浙江,5,1,0,136.8,0.41
2025-09-29,招标文件,直接访问,移动端,北京,32,11,8,45.2,0.61
2025-09-30,履约信息,直接访问,移动端,广东,29,3,2,153.6,0.37
2025-09-30,询价公告,直接访问,PC,北京,25,2,1,28.6,0.35
2025-09-30,法律法规,直接访问,移动端,江苏,9,2,1,118.6,0.52
2025-09-30,招投标公告,直接访问,PC,江苏,14,11,4,128.9,0.52
2025-09-30,政策解读,站内,PC,北京,9,11,9,122.2,0.34
2025-09-30,招标文件,直接访问,移动端,上海,7,1,0,95.8,0.58
2025-09-30,中标结果,外部链接,移动端,上海,11,3,2,105.0,0.21
2025-09-30,采购信息,站内,移动端,浙江,39,10,7,146.6,0.23
2025-09-30,合同公示,站内,PC,湖北,18,7,5,84.4,0.27
2025-09-30,招标文件,外部链接,移动端,浙江,9,5,2,170.1,0.59
2025-09-30,供应商查询,付费推广,PC,广东,40,9,5,64.7,0.32
2025-09-30,竞争性谈判,直接访问,移动端,上海,18,9,4,61.6,0.35
2025-09-30,废标公告,外部链接,PC,四川,46,10,5,120.3,0.15
2025-09-30,行业动态,站内,移动端,湖北,25,5,2,33.6,0.67
2025-09-30,供应商查询,直接访问,PC,浙江,8,1,0,40.1,0.46
2025-09-30,中标结果,付费推广,移动端,湖北,37,11,6,90.9,0.47
2025-09-30,行业报告,外部链接,PC,北京,32,8,5,157.9,0.66
2025-09-30,行业报告,直接访问,PC,山东,25,2,0,102.8,0.63
2025-09-30,评标专家,付费推广,PC,四川,25,7,4,88.0,0.35
2025-09-30,合同公示,直接访问,移动端,湖北,15,1,0,125.3,0.31
2025-09-30,信用查询,外部链接,PC,浙江,34,6,4,101.8,0.16
2025-09-30,投诉处理,付费推广,PC,广东,33,11,5,156.8,0.5
2025-09-30,评标专家,外部链接,PC,上海,55,12,9,46.8,0.49
2025-09-30,招投标公告,站内,PC,上海,13,6,4,173.4,0.66
2025-09-30,招标文件,付费推广,移动端,浙江,29,9,4,138.6,0.6
2025-09-30,履约信息,直接访问,移动端,北京,28,11,6,122.8,0.49
2025-09-30,框架协议,直接访问,移动端,广东,34,11,6,74.8,0.16
2025-09-30,废标公告,直接访问,PC,上海,39,8,5,72.0,0.73
2025-09-30,资格预审,直接访问,移动端,四川,22,3,2,74.7,0.38
2025-09-30,中标公示,站内,PC,湖北,25,3,1,86.4,0.3
2025-09-30,政府采购,直接访问,移动端,湖北,51,9,7,137.7,0.3
2025-09-30,招投标公告,直接访问,移动端,浙江,10,4,2,95.2,0.66
2025-09-30,信用查询,直接访问,PC,北京,26,8,4,92.8,0.41
2025-09-30,项目立项,站内,PC,湖北,21,8,5,117.5,0.7
2025-09-30,企业资质,外部链接,移动端,江苏,40,8,7,62.2,0.32
2025-09-30,采购信息,直接访问,PC,四川,18,3,2,139.5,0.62
2025-09-30,履约信息,站内,移动端,浙江,33,8,4,95.0,0.17
2025-09-30,履约信息,直接访问,移动端,湖北,31,8,4,90.1,0.27
2025-09-30,招投标公告,直接访问,PC,浙江,27,11,8,113.3,0.62
2025-09-30,合同公示,直接访问,移动端,广东,32,7,3,100.0,0.3
2025-09-30,招标文件,直接访问,PC,四川,28,11,7,73.4,0.26
2025-09-30,工程招标,外部链接,移动端,湖北,27,1,0,173.2,0.31
2025-09-30,招投标公告,付费推广,移动端,北京,18,1,0,178.3,0.55
